Student,Probability,Confidence Intervals,T-Tests,ANOVA,Regression,Hours Spent,Suggestion
ED,4,5,4,4,5,5,ANOVA was probably a weaker topic for me. A greater emphasis on it might prove to be helpful for the class if others have had the same experience as I did.
